Wall time,Step,Value
1670496651.22369,0,1.62906014919281
1670496670.224646,1,1.5514363050460815
1670496689.321839,2,1.5348634719848633
1670496708.257954,3,1.5251271724700928
1670496727.337244,4,1.5238066911697388
1670496746.465895,5,1.5195426940917969
1670496765.521571,6,1.513742208480835
1670496784.51665,7,1.5107985734939575
1670496803.634334,8,1.5121766328811646
1670496822.710963,9,1.5108810663223267
1670496841.713599,10,1.5075534582138062
1670496860.946187,11,1.5088443756103516
1670496879.964283,12,1.5041563510894775
1670496899.010455,13,1.5074875354766846
1670496918.142355,14,1.5109795331954956
1670496937.22815,15,1.5029441118240356
1670496957.318145,16,1.5037705898284912
1670496976.450098,17,1.5008054971694946
1670496995.538089,18,1.5084412097930908
1670497014.505276,19,1.510033369064331
1670497033.524637,20,1.5027618408203125
1670497052.429943,21,1.508766531944275
1670497071.429012,22,1.5066208839416504
1670497090.516576,23,1.4965201616287231
1670497109.451953,24,1.4995031356811523
1670497128.48436,25,1.4965107440948486
1670497147.488676,26,1.5025831460952759
1670497166.426844,27,1.4991494417190552
1670497185.377103,28,1.4974840879440308
1670497204.465744,29,1.5038628578186035
1670497223.320019,30,1.4978744983673096
1670497242.381583,31,1.501758098602295
1670497261.336629,32,1.5082173347473145
1670497280.344009,33,1.5003858804702759
1670497299.463095,34,1.5066454410552979
1670497318.451896,35,1.500835657119751
1670497337.420237,36,1.4965319633483887
1670497356.469574,37,1.4946261644363403
1670497375.415373,38,1.4934844970703125
1670497394.397512,39,1.4918184280395508
1670497413.470049,40,1.5073444843292236
1670497432.359837,41,1.4952465295791626
1670497451.266619,42,1.4992417097091675
1670497470.291858,43,1.4988890886306763
1670497489.151103,44,1.4968997240066528
1670497508.205329,45,1.4995324611663818
1670497527.223046,46,1.5024211406707764
1670497546.246696,47,1.500748872756958
1670497565.192515,48,1.4977071285247803
1670497584.213883,49,1.5003931522369385
1670497603.141351,50,1.5028676986694336
1670497622.015292,51,1.5034867525100708
1670497641.079168,52,1.492850661277771
1670497659.945729,53,1.4949922561645508
1670497678.971653,54,1.4965672492980957
1670497698.011495,55,1.4934008121490479
1670497716.982663,56,1.4991607666015625
1670497735.965297,57,1.4974439144134521
1670497754.942619,58,1.4965406656265259
1670497773.966439,59,1.4905365705490112
1670497792.955394,60,1.5008952617645264
1670497811.923103,61,1.5021107196807861
1670497830.855526,62,1.5027817487716675
1670497849.923588,63,1.4959832429885864
1670497868.788025,64,1.5005191564559937
1670497887.752271,65,1.5008975267410278
1670497906.79254,66,1.4942880868911743
1670497925.634355,67,1.4951115846633911
1670497944.574943,68,1.4906184673309326
1670497963.638914,69,1.5006190538406372
1670497982.426381,70,1.4976845979690552
1670498001.403226,71,1.497923493385315
1670498020.517085,72,1.5010879039764404
1670498039.38508,73,1.4970585107803345
1670498058.451039,74,1.4977085590362549
1670498077.393222,75,1.5091290473937988
1670498096.391126,76,1.5036746263504028
1670498115.399043,77,1.497251272201538
1670498134.29695,78,1.496397852897644
1670498153.289108,79,1.4961837530136108
1670498172.310488,80,1.5012048482894897
1670498191.292215,81,1.4998043775558472
1670498210.208363,82,1.505599856376648
1670498229.698599,83,1.5065418481826782
1670498248.663996,84,1.5036739110946655
1670498267.695985,85,1.5026557445526123
1670498286.817948,86,1.4992647171020508
1670498305.842443,87,1.5002784729003906
1670498324.85628,88,1.500531554222107
1670498344.002549,89,1.5056737661361694
1670498363.089105,90,1.4969658851623535
1670498382.067181,91,1.495787501335144
1670498401.171077,92,1.4967272281646729
1670498420.35534,93,1.4918149709701538
1670498439.752357,94,1.5020244121551514
1670498459.654007,95,1.4993031024932861
1670498479.575004,96,1.4989898204803467
1670498498.897795,97,1.5013024806976318
1670498518.810087,98,1.501785397529602
1670498538.472619,99,1.50119149684906
