,filename,image_path,face,mask,age
0,100_0_0_20170112213500903.jpg,images/val3/face/100_0_0_20170112213500903.jpg,1,0,100
1,100_1_0_20170110183726390.jpg,images/val3/face/100_1_0_20170110183726390.jpg,1,0,100
2,100_1_0_20170112215032192.jpg,images/val3/face/100_1_0_20170112215032192.jpg,1,0,100
3,100_1_0_20170117195420803.jpg,images/val3/face/100_1_0_20170117195420803.jpg,1,0,100
4,100_1_2_20170112213615815.jpg,images/val3/face/100_1_2_20170112213615815.jpg,1,0,100
5,10_0_0_20161220222308131.jpg,images/val3/face/10_0_0_20161220222308131.jpg,1,0,10
6,10_0_0_20170103200522151.jpg,images/val3/face/10_0_0_20170103200522151.jpg,1,0,10
7,10_0_0_20170110220251986.jpg,images/val3/face/10_0_0_20170110220251986.jpg,1,0,10
8,10_0_0_20170110220546177.jpg,images/val3/face/10_0_0_20170110220546177.jpg,1,0,10
9,10_0_0_20170110220548521.jpg,images/val3/face/10_0_0_20170110220548521.jpg,1,0,10
10,10_0_0_20170110220654150.jpg,images/val3/face/10_0_0_20170110220654150.jpg,1,0,10
11,10_0_0_20170110224238891.jpg,images/val3/face/10_0_0_20170110224238891.jpg,1,0,10
12,10_0_0_20170110224500062.jpg,images/val3/face/10_0_0_20170110224500062.jpg,1,0,10
13,10_0_0_20170110224524253.jpg,images/val3/face/10_0_0_20170110224524253.jpg,1,0,10
14,10_0_0_20170110225013755.jpg,images/val3/face/10_0_0_20170110225013755.jpg,1,0,10
15,10_0_0_20170110225414790.jpg,images/val3/face/10_0_0_20170110225414790.jpg,1,0,10
16,10_0_0_20170117135444407.jpg,images/val3/face/10_0_0_20170117135444407.jpg,1,0,10
17,10_0_0_20170120220628194.jpg,images/val3/face/10_0_0_20170120220628194.jpg,1,0,10
18,10_0_2_20170110224230094.jpg,images/val3/face/10_0_2_20170110224230094.jpg,1,0,10
19,10_0_4_20170103201924664.jpg,images/val3/face/10_0_4_20170103201924664.jpg,1,0,10
20,10_0_4_20170104010810728.jpg,images/val3/face/10_0_4_20170104010810728.jpg,1,0,10
21,10_1_0_20170109202251032.jpg,images/val3/face/10_1_0_20170109202251032.jpg,1,0,10
22,10_1_0_20170109202346880.jpg,images/val3/face/10_1_0_20170109202346880.jpg,1,0,10
23,10_1_0_20170109203642966.jpg,images/val3/face/10_1_0_20170109203642966.jpg,1,0,10
24,10_1_0_20170109203653735.jpg,images/val3/face/10_1_0_20170109203653735.jpg,1,0,10
25,10_1_0_20170109203924076.jpg,images/val3/face/10_1_0_20170109203924076.jpg,1,0,10
26,10_1_0_20170109204435809.jpg,images/val3/face/10_1_0_20170109204435809.jpg,1,0,10
27,10_1_0_20170109204617417.jpg,images/val3/face/10_1_0_20170109204617417.jpg,1,0,10
28,10_1_1_20170109203520178.jpg,images/val3/face/10_1_1_20170109203520178.jpg,1,0,10
29,10_1_2_20170104022216669.jpg,images/val3/face/10_1_2_20170104022216669.jpg,1,0,10
30,10_1_3_20170104221711437.jpg,images/val3/face/10_1_3_20170104221711437.jpg,1,0,10
31,10_1_4_20161223225900460.jpg,images/val3/face/10_1_4_20161223225900460.jpg,1,0,10
32,11_0_0_20170110224505551.jpg,images/val3/face/11_0_0_20170110224505551.jpg,1,0,11
33,11_0_2_20170103200847287.jpg,images/val3/face/11_0_2_20170103200847287.jpg,1,0,11
34,11_0_3_20170104230222352.jpg,images/val3/face/11_0_3_20170104230222352.jpg,1,0,11
35,11_1_0_20170109204614249.jpg,images/val3/face/11_1_0_20170109204614249.jpg,1,0,11
36,11_1_0_20170109204641514.jpg,images/val3/face/11_1_0_20170109204641514.jpg,1,0,11
37,11_1_0_20170117133441179.jpg,images/val3/face/11_1_0_20170117133441179.jpg,1,0,11
38,11_1_3_20170104222911112.jpg,images/val3/face/11_1_3_20170104222911112.jpg,1,0,11
39,11_1_4_20161223225953124.jpg,images/val3/face/11_1_4_20161223225953124.jpg,1,0,11
40,11_1_4_20170103212554964.jpg,images/val3/face/11_1_4_20170103212554964.jpg,1,0,11
41,11_1_4_20170104005813063.jpg,images/val3/face/11_1_4_20170104005813063.jpg,1,0,11
42,12_0_0_20170110224804208.jpg,images/val3/face/12_0_0_20170110224804208.jpg,1,0,12
43,12_0_0_20170110225540554.jpg,images/val3/face/12_0_0_20170110225540554.jpg,1,0,12
44,12_0_0_20170117133903517.jpg,images/val3/face/12_0_0_20170117133903517.jpg,1,0,12
45,12_0_1_20170110225335956.jpg,images/val3/face/12_0_1_20170110225335956.jpg,1,0,12
46,12_0_2_20161219212833549.jpg,images/val3/face/12_0_2_20161219212833549.jpg,1,0,12
47,12_0_3_20170104013451506.jpg,images/val3/face/12_0_3_20170104013451506.jpg,1,0,12
48,12_0_4_20170103200538198.jpg,images/val3/face/12_0_4_20170103200538198.jpg,1,0,12
