,filename,image_path,face,mask,age
0,00000376_(3).jpg,images/train3/face/00000376_(3).jpg,1,0,0
1,100_0_0_20170112215240346.jpg,images/train3/face/100_0_0_20170112215240346.jpg,1,0,100
2,100_1_0_20170112213001988.jpg,images/train3/face/100_1_0_20170112213001988.jpg,1,0,100
3,100_1_0_20170112213303693.jpg,images/train3/face/100_1_0_20170112213303693.jpg,1,0,100
4,100_1_0_20170119212053665.jpg,images/train3/face/100_1_0_20170119212053665.jpg,1,0,100
5,100_1_2_20170105174847679.jpg,images/train3/face/100_1_2_20170105174847679.jpg,1,0,100
6,100_1_2_20170110182836729.jpg,images/train3/face/100_1_2_20170110182836729.jpg,1,0,100
7,10_0_0_20170103200329407.jpg,images/train3/face/10_0_0_20170103200329407.jpg,1,0,10
8,10_0_0_20170103233459275.jpg,images/train3/face/10_0_0_20170103233459275.jpg,1,0,10
9,10_0_0_20170104013211746.jpg,images/train3/face/10_0_0_20170104013211746.jpg,1,0,10
10,10_0_0_20170110215927291.jpg,images/train3/face/10_0_0_20170110215927291.jpg,1,0,10
11,10_0_0_20170110220033115.jpg,images/train3/face/10_0_0_20170110220033115.jpg,1,0,10
12,10_0_0_20170110220235233.jpg,images/train3/face/10_0_0_20170110220235233.jpg,1,0,10
13,10_0_0_20170110220255346.jpg,images/train3/face/10_0_0_20170110220255346.jpg,1,0,10
14,10_0_0_20170110220316298.jpg,images/train3/face/10_0_0_20170110220316298.jpg,1,0,10
15,10_0_0_20170110220447314.jpg,images/train3/face/10_0_0_20170110220447314.jpg,1,0,10
16,10_0_0_20170110220503946.jpg,images/train3/face/10_0_0_20170110220503946.jpg,1,0,10
17,10_0_0_20170110220514186.jpg,images/train3/face/10_0_0_20170110220514186.jpg,1,0,10
18,10_0_0_20170110220530650.jpg,images/train3/face/10_0_0_20170110220530650.jpg,1,0,10
19,10_0_0_20170110220539329.jpg,images/train3/face/10_0_0_20170110220539329.jpg,1,0,10
20,10_0_0_20170110220541850.jpg,images/train3/face/10_0_0_20170110220541850.jpg,1,0,10
21,10_0_0_20170110220557169.jpg,images/train3/face/10_0_0_20170110220557169.jpg,1,0,10
22,10_0_0_20170110220644705.jpg,images/train3/face/10_0_0_20170110220644705.jpg,1,0,10
23,10_0_0_20170110221719390.jpg,images/train3/face/10_0_0_20170110221719390.jpg,1,0,10
24,10_0_0_20170110224223937.jpg,images/train3/face/10_0_0_20170110224223937.jpg,1,0,10
25,10_0_0_20170110224253445.jpg,images/train3/face/10_0_0_20170110224253445.jpg,1,0,10
26,10_0_0_20170110224406532.jpg,images/train3/face/10_0_0_20170110224406532.jpg,1,0,10
27,10_0_0_20170110224416035.jpg,images/train3/face/10_0_0_20170110224416035.jpg,1,0,10
28,10_0_0_20170110224549512.jpg,images/train3/face/10_0_0_20170110224549512.jpg,1,0,10
29,10_0_0_20170110224757882.jpg,images/train3/face/10_0_0_20170110224757882.jpg,1,0,10
30,10_0_0_20170110225035898.jpg,images/train3/face/10_0_0_20170110225035898.jpg,1,0,10
31,10_0_0_20170110225227587.jpg,images/train3/face/10_0_0_20170110225227587.jpg,1,0,10
32,10_0_0_20170110225243501.jpg,images/train3/face/10_0_0_20170110225243501.jpg,1,0,10
33,10_0_0_20170110225246490.jpg,images/train3/face/10_0_0_20170110225246490.jpg,1,0,10
34,10_0_0_20170110225252799.jpg,images/train3/face/10_0_0_20170110225252799.jpg,1,0,10
35,10_0_0_20170110225417177.jpg,images/train3/face/10_0_0_20170110225417177.jpg,1,0,10
36,10_0_0_20170110225421531.jpg,images/train3/face/10_0_0_20170110225421531.jpg,1,0,10
37,10_0_0_20170110225444491.jpg,images/train3/face/10_0_0_20170110225444491.jpg,1,0,10
38,10_0_0_20170110225451638.jpg,images/train3/face/10_0_0_20170110225451638.jpg,1,0,10
39,10_0_0_20170110225502403.jpg,images/train3/face/10_0_0_20170110225502403.jpg,1,0,10
40,10_0_0_20170110225505288.jpg,images/train3/face/10_0_0_20170110225505288.jpg,1,0,10
41,10_0_0_20170110225518663.jpg,images/train3/face/10_0_0_20170110225518663.jpg,1,0,10
42,10_0_0_20170110225528484.jpg,images/train3/face/10_0_0_20170110225528484.jpg,1,0,10
43,10_0_0_20170110225537307.jpg,images/train3/face/10_0_0_20170110225537307.jpg,1,0,10
44,10_0_0_20170110225546130.jpg,images/train3/face/10_0_0_20170110225546130.jpg,1,0,10
45,10_0_0_20170110225601897.jpg,images/train3/face/10_0_0_20170110225601897.jpg,1,0,10
46,10_0_0_20170116201102149.jpg,images/train3/face/10_0_0_20170116201102149.jpg,1,0,10
47,10_0_0_20170116201328751.jpg,images/train3/face/10_0_0_20170116201328751.jpg,1,0,10
48,10_0_0_20170116201337172.jpg,images/train3/face/10_0_0_20170116201337172.jpg,1,0,10
49,10_0_0_20170117143048181.jpg,images/train3/face/10_0_0_20170117143048181.jpg,1,0,10
50,10_0_0_20170117175625724.jpg,images/train3/face/10_0_0_20170117175625724.jpg,1,0,10
51,10_0_1_20170104010841239.jpg,images/train3/face/10_0_1_20170104010841239.jpg,1,0,10
52,10_0_1_20170110220507258.jpg,images/train3/face/10_0_1_20170110220507258.jpg,1,0,10
53,10_0_1_20170110220523360.jpg,images/train3/face/10_0_1_20170110220523360.jpg,1,0,10
54,10_0_1_20170110223455893.jpg,images/train3/face/10_0_1_20170110223455893.jpg,1,0,10
55,10_0_1_20170110223848885.jpg,images/train3/face/10_0_1_20170110223848885.jpg,1,0,10
56,10_0_1_20170110225339066.jpg,images/train3/face/10_0_1_20170110225339066.jpg,1,0,10
57,10_0_1_20170116225209209.jpg,images/train3/face/10_0_1_20170116225209209.jpg,1,0,10
58,10_0_2_20161219190639572.jpg,images/train3/face/10_0_2_20161219190639572.jpg,1,0,10
59,10_0_2_20170116162109013.jpg,images/train3/face/10_0_2_20170116162109013.jpg,1,0,10
60,10_0_3_20161220215952636.jpg,images/train3/face/10_0_3_20161220215952636.jpg,1,0,10
61,10_0_3_20170104225233504.jpg,images/train3/face/10_0_3_20170104225233504.jpg,1,0,10
62,10_0_3_20170105175322885.jpg,images/train3/face/10_0_3_20170105175322885.jpg,1,0,10
63,10_0_4_20170103200335831.jpg,images/train3/face/10_0_4_20170103200335831.jpg,1,0,10
64,10_0_4_20170103200409638.jpg,images/train3/face/10_0_4_20170103200409638.jpg,1,0,10
65,10_0_4_20170103202338152.jpg,images/train3/face/10_0_4_20170103202338152.jpg,1,0,10
66,10_0_4_20170103212521420.jpg,images/train3/face/10_0_4_20170103212521420.jpg,1,0,10
67,10_0_4_20170103223451479.jpg,images/train3/face/10_0_4_20170103223451479.jpg,1,0,10
68,10_1_0_20161220222001459.jpg,images/train3/face/10_1_0_20161220222001459.jpg,1,0,10
69,10_1_0_20170103175323250.jpg,images/train3/face/10_1_0_20170103175323250.jpg,1,0,10
70,10_1_0_20170103200654246.jpg,images/train3/face/10_1_0_20170103200654246.jpg,1,0,10
71,10_1_0_20170109201728056.jpg,images/train3/face/10_1_0_20170109201728056.jpg,1,0,10
72,10_1_0_20170109203218966.jpg,images/train3/face/10_1_0_20170109203218966.jpg,1,0,10
73,10_1_0_20170109203245653.jpg,images/train3/face/10_1_0_20170109203245653.jpg,1,0,10
74,10_1_0_20170109203357787.jpg,images/train3/face/10_1_0_20170109203357787.jpg,1,0,10
75,10_1_0_20170109203427416.jpg,images/train3/face/10_1_0_20170109203427416.jpg,1,0,10
76,10_1_0_20170109203438428.jpg,images/train3/face/10_1_0_20170109203438428.jpg,1,0,10
77,10_1_0_20170109203501969.jpg,images/train3/face/10_1_0_20170109203501969.jpg,1,0,10
78,10_1_0_20170109203512075.jpg,images/train3/face/10_1_0_20170109203512075.jpg,1,0,10
79,10_1_0_20170109203556029.jpg,images/train3/face/10_1_0_20170109203556029.jpg,1,0,10
80,10_1_0_20170109203608654.jpg,images/train3/face/10_1_0_20170109203608654.jpg,1,0,10
81,10_1_0_20170109203759972.jpg,images/train3/face/10_1_0_20170109203759972.jpg,1,0,10
82,10_1_0_20170109203905538.jpg,images/train3/face/10_1_0_20170109203905538.jpg,1,0,10
83,10_1_0_20170109203917216.jpg,images/train3/face/10_1_0_20170109203917216.jpg,1,0,10
84,10_1_0_20170109204148144.jpg,images/train3/face/10_1_0_20170109204148144.jpg,1,0,10
85,10_1_0_20170109204244904.jpg,images/train3/face/10_1_0_20170109204244904.jpg,1,0,10
86,10_1_0_20170109204255055.jpg,images/train3/face/10_1_0_20170109204255055.jpg,1,0,10
