Wall time,Step,Value
1668583469.658452,0,0.06676329672336578
1668583487.672493,1,0.01497411634773016
1668583505.592459,2,0.009693211875855923
1668583523.574306,3,0.007837116718292236
1668583541.714911,4,0.006544219329953194
1668583559.584807,5,0.005784662906080484
1668583577.419051,6,0.004427943378686905
1668583595.248711,7,0.004074895288795233
1668583613.607305,8,0.003166935406625271
1668583631.948097,9,0.003250127425417304
1668583650.231217,10,0.0029717832803726196
1668583668.070445,11,0.002681715413928032
1668583685.802995,12,0.001804680796340108
1668583703.60059,13,0.0025033100973814726
1668583721.366912,14,0.0017905497225001454
1668583739.133472,15,0.0015541187021881342
1668583756.923786,16,0.0015045931795611978
1668583774.667895,17,0.001611888175830245
1668583792.558623,18,0.0009858307894319296
1668583810.364312,19,0.00148289673961699
1668583828.192045,20,0.0012240036157891154
1668583845.929805,21,0.0014270360115915537
1668583863.766182,22,0.0014490230241790414
1668583881.636209,23,0.001224311301484704
1668583899.439245,24,0.0009769187308847904
1668583917.756793,25,0.0010041246423497796
1668583936.61058,26,0.0007465719827450812
1668583955.356973,27,0.000870722986292094
1668583974.459047,28,0.001151096192188561
1668583992.912794,29,0.0006133822025731206
